s01:01,11:02,00:02,01:99,00:99,00:99,00:99,00:99,00:99,00:99,00
s01:03,05:03,06:99,00:99,00:99,00:99,00:99,00:99,00:99,00:99,00
s01:03,08:03,09:03,10:03,11:99,00:99,00:99,00:99,00:99,00:99,00
s01:04,05:04,06:04,07:99,00:99,00:99,00:99,00:99,00:99,00:99,00
s01:05,00:05,01:05,02:05,03:05,04:99,00:99,00:99,00:99,00:99,00
s01:05,06:05,07:05,08:05,08:05,09:05,10:05,11:99,00:99,00:99,00   
s01:06,00:06,01:06,02:99,00:99,00:99,00:99,00:99,00:99,00:99,00
s01:06,03:06,04:06,05:99,00:99,00:99,00:99,00:99,00:99,00:99,00
s01:06,06:06,07:99,00:99,00:99,00:99,00:99,00:99,00:99,00:99,00
s01:07,00:07,01:99,00:99,00:99,00:99,00:99,00:99,00:99,00:99,00
s01:09,00:09,01:09,02:99,00:99,00:99,00:99,00:99,00:99,00:99,00
s01:09,04:09,05:09,06:99,00:99,00:99,00:99,00:99,00:99,00:99,00
s01:09,07:09,08:09,09:99,00:99,00:99,00:99,00:99,00:99,00:99,00
s01:10,05:10,06:10,07:99,00:99,00:99,00:99,00:99,00:99,00:99,00
s01:12,00:12,01:12,02:12,03:12,04:12,05:99,00:99,00:99,00:99,00
s01:12,06:12,07:12,08:12,09:12,10:12,11:99,00:99,00:99,00:99,00
s01:13,04:13,05:99,00:99,00:99,00:99,00:99,00:99,00:99,00:99,00
s01:13,08:13,09:13,10:13,11:99,00:99,00:99,00:99,00:99,00:99,00
s01:14,05:14,06:14,07:14,08:99,00:99,00:99,00:99,00:99,00:99,00
s01:14,09:14,10:14,11:99,00:99,00:99,00:99,00:99,00:99,00:99,00

