;
;   32 cars
;    8 planes
;   10 bosses
;
; 8 bytes per vehicle description
;
;       0 type
;       1 id
;       2 class
;       3 personality
;       4 health
;       5 slowspeed
;       6 cruisepeed
;       7 maxspeed
;       8 accel
;       9 decel
;      10 front weapons
;      11 back weapons
;      12 color 0-6 or 99 for random
;      13 path info
;      14
;      15
;
; front weapons are defined as follows -
;
; nothing         0
; front guns      1
; front mines     2
; front missiles  3
; launch plasma   4
; side guns       5
; smart missiles  6
;
; rear weapons are defined as follows -
;
; nothing         0
; rear rig gunner 1
; back jacks      2
; back mines      3
; back missiles   4
; cube van        5
;

:
,23,3,0,0,20,16,24,32,0,0,0,0,0,0,0,0           #city generated vehicles
,22,3,0,0,20,16,24,32,0,0,0,0,0,0,0,0
,27,3,0,0,20,16,24,32,0,0,0,0,0,0,0,0
,37,3,0,0,20,16,24,32,0,0,0,0,0,0,0,0
,31,3,0,0,20,16,24,32,0,0,0,0,0,0,0,0
,41,3,0,0,20,16,24,32,0,0,0,0,0,0,0,0
,41,3,0,0,20,16,24,32,0,0,0,0,0,0,0,0
,41,3,0,0,20,16,24,32,0,0,0,0,0,0,0,0

,23,3,0,0,20,16,24,32,0,0,0,0,0,0,0,0
,22,3,0,0,20,16,24,32,0,0,0,0,0,0,0,0
,27,3,0,0,20,16,24,32,0,0,0,0,0,0,0,0
,37,3,0,0,20,16,24,32,0,0,0,0,0,0,0,0
,31,3,0,0,20,16,24,32,0,0,0,0,0,0,0,0
,41,3,0,0,20,16,24,32,0,0,0,0,0,0,0,0
,41,3,0,0,20,16,24,32,0,0,0,0,0,0,0,0
,41,3,0,0,20,16,24,32,0,0,0,0,0,0,0,0

,23,3,0,0,20,16,24,32,0,0,0,0,0,0,0,0
,22,3,0,0,20,16,24,32,0,0,0,0,0,0,0,0
,27,3,0,0,20,16,24,32,0,0,0,0,0,0,0,0
,37,3,0,0,20,16,24,32,0,0,0,0,0,0,0,0
,31,3,0,0,20,16,24,32,0,0,0,0,0,0,0,0
,41,3,0,0,20,16,24,32,0,0,0,0,0,0,0,0
,41,3,0,0,20,16,24,32,0,0,0,0,0,0,0,0
,41,3,0,0,20,16,24,32,0,0,0,0,0,0,0,0

,23,3,0,0,20,16,24,32,0,0,0,0,0,0,0,0
,22,3,0,0,20,16,24,32,0,0,0,0,0,0,0,0
,27,3,0,0,20,16,24,32,0,0,0,0,0,0,0,0
,37,3,0,0,20,16,24,32,0,0,0,0,0,0,0,0
,31,3,0,0,20,16,24,32,0,0,0,0,0,0,0,0
,41,3,0,0,20,16,24,32,0,0,0,0,0,0,0,0
,41,3,0,0,20,16,24,32,0,0,0,0,0,0,0,0
,41,3,0,0,20,16,24,32,0,0,0,0,0,0,0,0

,28,11,0,0,20,16,24,32,0,0,0,0,0,0,0,0             #overhead planes
,28,11,0,0,20,16,24,32,0,0,0,0,0,0,0,0
,28,11,0,0,20,16,24,32,0,0,0,0,0,0,0,0
,28,11,0,0,20,16,24,32,0,0,0,0,0,0,0,0
,28,11,0,0,20,16,24,32,0,0,0,0,0,0,0,0
,28,11,0,0,20,16,24,32,0,0,0,0,0,0,0,0
,28,11,0,0,20,16,24,32,0,0,0,0,0,0,0,0
,28,11,0,0,20,16,24,32,0,0,0,0,0,0,0,0

,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0                 #bosses
,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:
