s01:00,02:00,03:00,04:00,05:99,00:99,00:99,00:99,00:99,00:99,00
s01:02,07:02,08:99,00:99,00:99,00:99,00:99,00:99,00:99,00:99,00
s01:06,06:06,07:06,08:06,09:99,00:99,00:99,00:99,00:99,00:99,00
s01:06,10:06,11:99,00:99,00:99,00:99,00:99,00:99,00:99,00:99,00
s01:08,01:08,02:99,00:99,00:99,00:99,00:99,00:99,00:99,00:99,00   
s01:08,11:09,00:99,00:99,00:99,00:99,00:99,00:99,00:99,00:99,00
s01:09,05:09,06:99,00:99,00:99,00:99,00:99,00:99,00:99,00:99,00
s01:10,00:10,01:99,00:99,00:99,00:99,00:99,00:99,00:99,00:99,00
s01:11,08:11,09:99,00:99,00:99,00:99,00:99,00:99,00:99,00:99,00
s01:11,10:11,11:99,00:99,00:99,00:99,00:99,00:99,00:99,00:99,00
s01:12,03:12,04:99,00:99,00:99,00:99,00:99,00:99,00:99,00:99,00
